subject_id,tpd_pre,tpd_anti_shia_pre,tpd_post,tpd_anti_shia_post,week_pre,week_anti_shia_pre,week_post,week_anti_shia_post,two_weeks_pre,two_weeks_anti_shia_pre,two_weeks_post,two_weeks_anti_shia_post,month_pre,month_anti_shia_pre,month_post,month_anti_shia_post,treatment_date,treatment_num,treatment_text,followers_count,anti_shia_friends_count,loc_qual,gcc,yemen,iraq,syria,conflict
388,9,0,4,0,11,0,13,0,19,0,15,0,78,0,87,0,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,337,55,Yemen,FALSE,TRUE,FALSE,FALSE,1
389,1,0,10,0,6,0,35,2,21,1,51,2,104,4,100,5,2/7/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,956,616,Saudi,TRUE,FALSE,FALSE,FALSE,0
390,1,0,0,0,4,0,3,0,6,0,5,0,10,0,26,0,2/7/18,0,NA,8,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
391,0,0,0,0,3,0,5,0,15,1,14,1,25,2,NA,NA,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,5696,8258,GCC,TRUE,FALSE,FALSE,FALSE,0
392,30,0,40,0,129,0,96,0,78,0,204,0,327,0,262,0,2/7/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1425,10,GCC,TRUE,FALSE,FALSE,FALSE,0
393,5,0,0,0,7,0,6,3,10,0,6,3,19,0,NA,NA,2/7/18,0,NA,92,7,Saudi,TRUE,FALSE,FALSE,FALSE,0
394,0,0,1,0,2,0,1,0,3,0,1,0,6,0,7,0,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1263,76,Saudi,TRUE,FALSE,FALSE,FALSE,0
395,6,0,6,0,37,0,22,2,28,0,34,3,58,0,76,3,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,18,72,Saudi,TRUE,FALSE,FALSE,FALSE,0
396,7,0,31,0,29,0,25,0,18,0,12,0,14,0,24,1,2/7/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1031,56,Saudi,TRUE,FALSE,FALSE,FALSE,0
397,9,1,8,2,28,2,24,2,23,2,35,2,90,2,87,4,2/7/18,0,NA,426,236,Saudi,TRUE,FALSE,FALSE,FALSE,0
398,12,3,14,3,9,2,23,7,19,2,32,11,45,2,NA,NA,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,587,99,Saudi,TRUE,FALSE,FALSE,FALSE,0
399,2,0,1,0,3,0,3,0,8,0,4,0,34,0,20,0,2/7/18,0,NA,7178,6,GCC,TRUE,FALSE,FALSE,FALSE,0
400,18,3,18,1,33,3,30,1,93,8,21,9,220,12,107,6,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,5771,54,GCC,TRUE,FALSE,FALSE,FALSE,0
401,51,2,46,0,145,2,170,0,198,4,159,1,738,5,750,1,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1269,67,Saudi,TRUE,FALSE,FALSE,FALSE,0
402,6,0,3,0,9,0,14,0,25,0,19,1,35,0,42,1,2/7/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,710,457,GCC,TRUE,FALSE,FALSE,FALSE,0
403,42,3,9,0,73,0,106,1,155,0,111,1,272,0,414,4,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,439,52,GCC,TRUE,FALSE,FALSE,FALSE,0
404,27,0,13,0,122,0,103,1,74,1,188,1,432,3,254,2,2/7/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,9,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
405,24,1,10,0,64,4,29,0,43,3,91,9,328,4,140,6,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,121,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
406,9,2,19,3,9,2,28,7,9,2,21,11,29,2,NA,NA,2/7/18,0,NA,582,97,GCC,TRUE,FALSE,FALSE,FALSE,0
407,3,0,3,0,5,0,16,0,8,0,36,0,80,0,NA,NA,2/7/18,0,NA,254,1,NA,FALSE,FALSE,FALSE,FALSE,0
408,22,0,6,0,40,1,18,0,13,1,34,2,99,1,75,3,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,60,29,GCC,TRUE,FALSE,FALSE,FALSE,0
409,23,2,15,0,44,6,25,1,23,7,29,9,49,17,42,28,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,128,36,GCC,TRUE,FALSE,FALSE,FALSE,0
410,9,2,8,0,23,1,21,0,36,1,17,0,31,4,62,0,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,114,32,Saudi,TRUE,FALSE,FALSE,FALSE,0
411,4,0,4,0,12,0,11,0,16,1,24,1,25,1,39,2,2/7/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,421,12,GCC,TRUE,FALSE,FALSE,FALSE,0
412,4,1,0,0,7,3,4,0,10,3,6,0,19,0,NA,NA,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3307,22,GCC,TRUE,FALSE,FALSE,FALSE,0
413,2,1,6,0,13,1,7,0,21,1,11,0,33,2,NA,NA,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,167,69,Yemen,FALSE,TRUE,FALSE,FALSE,1
414,20,0,15,0,51,0,48,0,73,0,89,0,166,0,180,0,2/7/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1583,58,Saudi,TRUE,FALSE,FALSE,FALSE,0
415,5,0,12,4,11,0,28,5,18,0,19,5,23,1,36,6,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,7098,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
416,67,10,75,10,115,24,209,34,179,39,381,66,284,51,646,98,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,706,58,Saudi,TRUE,FALSE,FALSE,FALSE,0
417,13,1,14,0,39,2,39,0,47,2,34,0,105,3,230,1,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,962,26,Saudi,TRUE,FALSE,FALSE,FALSE,0
418,3,1,4,0,8,1,5,0,3,2,10,0,71,3,27,0,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,564,7,GCC,TRUE,FALSE,FALSE,FALSE,0
419,56,1,48,0,170,2,133,1,121,3,157,2,716,3,946,3,2/7/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,257,19,Kuwait,TRUE,FALSE,FALSE,FALSE,0
420,20,4,19,1,91,17,73,9,106,17,42,16,171,24,331,34,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,746,685,Yemen,FALSE,TRUE,FALSE,FALSE,1
421,1,0,0,0,3,1,2,0,8,1,4,0,19,1,14,0,2/7/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,16,29,Syria,FALSE,FALSE,FALSE,TRUE,1
422,0,0,0,0,1,0,3,0,2,0,4,2,5,0,4,0,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,244,79,Saudi,TRUE,FALSE,FALSE,FALSE,0
423,15,0,45,0,18,0,29,0,38,0,27,0,39,0,82,0,2/7/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,196,99,Saudi,TRUE,FALSE,FALSE,FALSE,0
424,3,0,11,0,14,0,18,0,26,0,19,0,63,0,34,0,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,150,15,GCC,TRUE,FALSE,FALSE,FALSE,0
425,3,2,3,0,5,0,15,0,9,0,31,0,80,0,NA,NA,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1252,128,Saudi,TRUE,FALSE,FALSE,FALSE,0
426,4,0,1,0,11,0,3,0,22,0,13,0,46,0,23,2,2/7/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,152,15,Kuwait,TRUE,FALSE,FALSE,FALSE,0
427,18,3,8,0,48,3,31,0,26,3,19,0,151,2,195,0,2/7/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,605,138,Saudi,TRUE,FALSE,FALSE,FALSE,0
428,2,0,8,1,5,0,11,1,8,0,17,1,42,0,26,2,2/7/18,0,NA,25,5,NA,FALSE,FALSE,FALSE,FALSE,0
429,0,0,6,0,5,0,9,1,3,0,12,3,27,0,32,5,2/7/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1789,456,Syria,FALSE,FALSE,FALSE,TRUE,1
430,13,1,9,0,56,2,26,0,39,2,51,0,124,3,103,0,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,43,23,Saudi,TRUE,FALSE,FALSE,FALSE,0
431,17,1,1,0,39,1,27,0,48,1,28,0,70,2,92,0,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,103,4,GCC,TRUE,FALSE,FALSE,FALSE,0
432,39,0,55,0,144,0,153,0,145,0,137,0,395,0,270,0,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1356,233,Yemen,FALSE,TRUE,FALSE,FALSE,1
433,0,0,0,0,1,0,2,0,0,0,6,3,15,0,25,17,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,60,88,Yemen,FALSE,TRUE,FALSE,FALSE,1
434,122,4,76,1,362,6,314,5,262,7,270,8,451,10,323,9,2/8/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,220,60,Yemen,FALSE,TRUE,FALSE,FALSE,1
435,14,2,2,0,21,2,10,2,12,3,15,4,79,3,95,2,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,14,1,Syria,FALSE,FALSE,FALSE,TRUE,1
436,15,3,4,0,73,2,38,0,70,3,87,0,102,5,131,0,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,244,21,Saudi,TRUE,FALSE,FALSE,FALSE,0
437,3,0,3,0,5,2,18,0,8,0,6,0,8,0,6,0,2/8/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,30,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
438,40,2,34,0,70,3,93,0,65,2,82,1,92,4,104,0,2/8/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,97,19,Yemen,FALSE,TRUE,FALSE,FALSE,1
439,9,2,16,0,11,2,29,7,15,2,21,11,32,5,36,2,2/8/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,772,869,GCC,TRUE,FALSE,FALSE,FALSE,0
440,1,1,0,0,18,2,14,0,23,3,12,0,40,4,26,0,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,59,16,Saudi,TRUE,FALSE,FALSE,FALSE,0
441,2,1,2,0,3,1,2,0,4,1,5,0,10,2,34,0,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,3420,24,Saudi,TRUE,FALSE,FALSE,FALSE,0
442,16,3,25,0,72,0,72,1,57,0,95,1,97,1,102,1,2/8/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,5617,150,Saudi,TRUE,FALSE,FALSE,FALSE,0
443,10,0,47,0,33,1,48,0,49,1,53,0,160,1,54,0,2/8/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,637,102,Saudi,TRUE,FALSE,FALSE,FALSE,0
444,38,1,17,0,93,2,105,2,94,2,89,4,204,2,389,5,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,79,31,Yemen,FALSE,TRUE,FALSE,FALSE,1
445,115,0,65,0,309,0,136,0,533,0,163,0,917,0,169,0,2/8/18,0,NA,875,25,GCC,TRUE,FALSE,FALSE,FALSE,0
446,22,1,36,0,63,2,77,0,35,2,38,0,45,5,57,0,2/8/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,197,19,Saudi,TRUE,FALSE,FALSE,FALSE,0
447,1,0,0,0,2,0,5,0,14,0,7,0,36,1,10,0,2/8/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,243,83,GCC,TRUE,FALSE,FALSE,FALSE,0
448,74,1,32,0,234,4,107,0,72,3,203,0,551,4,412,0,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,78,26,GCC,TRUE,FALSE,FALSE,FALSE,0
449,12,0,12,0,54,0,84,1,111,1,97,2,233,1,377,4,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,879,195,Saudi,TRUE,FALSE,FALSE,FALSE,0
450,2,1,6,0,13,2,7,3,19,2,11,2,33,3,22,3,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,6,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
451,0,0,1,0,0,0,1,0,3,0,4,0,14,0,13,0,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,80,70,GCC,TRUE,FALSE,FALSE,FALSE,0
452,19,4,31,1,44,4,68,1,82,1,73,11,82,13,99,1,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,1660,259,Saudi,TRUE,FALSE,FALSE,FALSE,0
453,3,1,4,0,7,3,11,0,27,2,14,0,97,1,NA,NA,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,261,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
454,74,2,10,0,114,4,124,0,131,4,108,2,177,8,107,0,2/8/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,41,7,GCC,TRUE,FALSE,FALSE,FALSE,0
455,5,1,0,0,7,1,3,0,6,1,1,0,16,1,19,1,2/8/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,25,8,Qatar,TRUE,FALSE,FALSE,FALSE,0
456,25,2,0,0,107,3,94,0,81,8,95,0,154,8,255,1,2/8/18,0,NA,1237,99,UAE,TRUE,FALSE,FALSE,FALSE,0
457,8,1,13,1,32,1,28,2,42,2,31,5,79,22,92,3,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,71,125,Yemen,FALSE,TRUE,FALSE,FALSE,1
458,4,0,0,0,7,0,6,3,10,0,6,3,19,0,8,3,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,9,1,NA,FALSE,FALSE,FALSE,FALSE,0
459,3,1,1,0,5,2,2,0,19,3,5,0,33,3,NA,NA,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,63,31,UAE,TRUE,FALSE,FALSE,FALSE,0
460,7,5,4,2,21,13,14,8,24,15,22,11,57,30,67,27,2/8/18,0,NA,3321,246,Yemen,FALSE,TRUE,FALSE,FALSE,1
461,5,0,1,0,4,1,5,0,5,2,10,0,10,3,NA,NA,2/8/18,0,NA,543,1,Kuwait,TRUE,FALSE,FALSE,FALSE,0
462,0,0,0,0,3,0,1,0,2,0,0,0,5,0,6,0,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1743,660,Saudi,TRUE,FALSE,FALSE,FALSE,0
463,1,0,3,0,4,0,3,0,2,0,4,0,6,0,3,0,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,132,18,Saudi,TRUE,FALSE,FALSE,FALSE,0
464,13,1,0,0,21,1,7,0,13,1,32,1,74,2,40,1,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,279,145,NA,FALSE,FALSE,FALSE,FALSE,0
465,0,0,0,0,15,0,22,0,9,0,46,0,35,0,70,5,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,403,103,Iraq,FALSE,FALSE,TRUE,FALSE,1
466,5,1,7,0,15,2,18,3,28,6,32,12,93,12,101,7,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,708,215,Saudi,TRUE,FALSE,FALSE,FALSE,0
467,31,3,32,1,82,4,120,2,139,7,130,2,535,9,537,4,2/8/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3430,437,GCC,TRUE,FALSE,FALSE,FALSE,0
468,68,2,7,0,212,3,57,0,252,2,104,0,190,3,208,0,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,35,22,GCC,TRUE,FALSE,FALSE,FALSE,0
469,0,0,0,0,2,0,3,0,1,0,2,0,10,0,9,3,2/8/18,0,NA,6275,13,UAE,TRUE,FALSE,FALSE,FALSE,0
470,7,4,6,0,6,1,5,2,14,5,7,2,46,10,NA,NA,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,8,5,Saudi,TRUE,FALSE,FALSE,FALSE,0
471,13,0,13,0,37,0,52,0,72,0,54,0,75,0,97,0,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,110,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
472,8,0,4,0,27,0,38,0,54,1,45,0,92,2,52,0,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,137,30,Yemen,FALSE,TRUE,FALSE,FALSE,1
473,0,0,0,0,4,0,1,0,10,0,5,0,12,0,NA,NA,2/8/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,112,21,Yemen,FALSE,TRUE,FALSE,FALSE,1
474,3,1,0,0,4,1,7,2,4,2,7,3,6,2,12,2,2/8/18,5,هذا الكلام الطائفي يزرع الفتنة.,12,1,GCC,TRUE,FALSE,FALSE,FALSE,0
475,193,0,50,0,204,0,301,8,112,0,211,9,312,0,416,10,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,4862,356,Saudi,TRUE,FALSE,FALSE,FALSE,0
476,0,0,0,0,1,0,3,0,2,0,1,0,4,0,16,0,2/8/18,0,NA,654,42,Saudi,TRUE,FALSE,FALSE,FALSE,0
477,0,0,0,0,2,0,3,0,1,0,4,0,5,0,2,0,2/8/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,7,89,NA,FALSE,FALSE,FALSE,FALSE,0
478,0,0,1,0,6,2,2,0,16,4,12,1,36,3,NA,NA,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1688,455,NA,FALSE,FALSE,FALSE,FALSE,0
479,2,1,4,0,24,2,25,0,28,2,35,0,62,3,45,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,3903,2,GCC,TRUE,FALSE,FALSE,FALSE,0
480,26,1,25,0,64,1,57,1,30,1,93,1,212,1,235,3,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,830,310,Saudi,TRUE,FALSE,FALSE,FALSE,0
481,29,1,29,0,45,4,19,1,56,5,23,3,54,5,62,4,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,235,50,GCC,TRUE,FALSE,FALSE,FALSE,0
482,12,2,9,0,42,2,34,0,22,2,54,0,68,2,49,2,2/9/18,0,NA,56,18,Saudi,TRUE,FALSE,FALSE,FALSE,0
483,24,0,19,0,30,0,14,1,25,0,19,1,37,0,45,1,2/9/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,419,29,GCC,TRUE,FALSE,FALSE,FALSE,0
484,2,0,6,0,10,1,13,0,16,1,14,0,47,1,31,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,4512,202,Iraq,FALSE,FALSE,TRUE,FALSE,1
485,4,1,2,0,41,2,20,0,43,3,40,0,45,3,70,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,3504,7,Saudi,TRUE,FALSE,FALSE,FALSE,0
486,8,2,9,0,23,2,27,4,24,2,33,3,44,2,43,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,18,1,NA,FALSE,FALSE,FALSE,FALSE,0
487,8,0,12,0,56,1,34,2,90,2,48,4,204,0,85,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,17,1,Iran,FALSE,FALSE,FALSE,FALSE,0
488,2,0,2,0,3,0,2,0,9,0,7,5,25,0,21,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,303,174,Saudi,TRUE,FALSE,FALSE,FALSE,0
489,8,1,3,1,4,5,3,1,5,5,3,1,10,5,NA,NA,2/9/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,65,4,NA,FALSE,FALSE,FALSE,FALSE,0
490,4,1,NA,NA,5,0,NA,NA,4,0,NA,NA,7,0,NA,NA,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,50,40,NA,FALSE,FALSE,FALSE,FALSE,0
491,6,0,4,0,18,0,14,0,22,0,19,0,29,0,26,0,2/9/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,53,30,GCC,TRUE,FALSE,FALSE,FALSE,0
492,11,1,50,2,15,2,63,2,125,13,54,2,210,34,95,5,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,219,357,Saudi,TRUE,FALSE,FALSE,FALSE,0
493,21,0,6,0,59,0,22,0,54,0,33,0,37,0,37,0,2/9/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2210,170,GCC,TRUE,FALSE,FALSE,FALSE,0
494,0,0,0,0,3,0,4,0,5,0,3,0,17,0,12,0,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,63,40,GCC,TRUE,FALSE,FALSE,FALSE,0
495,23,1,14,0,39,1,21,0,20,1,52,1,43,5,38,5,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,37,57,Saudi,TRUE,FALSE,FALSE,FALSE,0
496,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,2/9/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,168,66,Yemen,FALSE,TRUE,FALSE,FALSE,1
497,4,0,1,0,3,1,5,0,6,2,10,0,12,3,16,0,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,488,148,Saudi,TRUE,FALSE,FALSE,FALSE,0
498,22,0,25,0,45,1,35,0,59,1,41,0,105,1,109,0,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,183,24,GCC,TRUE,FALSE,FALSE,FALSE,0
499,3,0,3,0,3,0,5,3,3,0,7,5,23,0,34,5,2/9/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,120,222,Saudi,TRUE,FALSE,FALSE,FALSE,0
500,2,2,4,0,6,2,6,0,16,5,7,0,25,5,NA,NA,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,322,5,Egypt,FALSE,FALSE,FALSE,FALSE,0
501,3,2,1,0,0,0,0,0,0,0,24,0,32,0,25,0,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,422,120,GCC,TRUE,FALSE,FALSE,FALSE,0
502,9,0,5,0,28,0,22,0,54,0,30,0,143,1,62,0,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,4363,75,Saudi,TRUE,FALSE,FALSE,FALSE,0
503,0,0,0,0,4,0,1,0,10,0,NA,NA,12,0,NA,NA,2/9/18,0,NA,155,53,Lebanon,FALSE,FALSE,FALSE,FALSE,0
504,8,0,1,0,42,0,34,0,37,0,21,0,198,0,65,0,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,140,37,GCC,TRUE,FALSE,FALSE,FALSE,0
505,7,0,15,0,37,0,35,0,27,0,30,0,77,0,NA,NA,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,224,2,Kuwait,TRUE,FALSE,FALSE,FALSE,0
506,4,0,4,0,7,0,12,0,7,0,20,0,54,1,39,0,2/9/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,202,173,Saudi,TRUE,FALSE,FALSE,FALSE,0
507,17,0,8,0,32,0,42,0,35,0,33,1,67,0,74,1,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,641,151,Yemen,FALSE,TRUE,FALSE,FALSE,1
508,17,6,11,0,37,7,29,0,28,8,43,4,65,12,61,10,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1257,184,Saudi,TRUE,FALSE,FALSE,FALSE,0
509,5,0,1,0,9,0,9,0,7,0,6,0,20,0,23,0,2/9/18,0,NA,631,4,Saudi,TRUE,FALSE,FALSE,FALSE,0
510,9,4,1,0,26,11,18,9,39,14,24,1,84,21,64,2,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,38,21,UAE,TRUE,FALSE,FALSE,FALSE,0
511,5,0,20,0,16,0,21,0,17,0,15,0,90,0,53,0,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,122,20,Oman,FALSE,FALSE,FALSE,FALSE,0
512,0,0,1,0,5,0,2,0,19,1,5,0,33,3,12,0,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,111,61,Yemen,FALSE,TRUE,FALSE,FALSE,1
513,12,2,16,0,42,3,25,0,69,3,49,0,87,9,95,0,2/9/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,426,156,Yemen,FALSE,TRUE,FALSE,FALSE,1
514,0,0,0,0,3,0,1,0,2,0,0,0,5,0,5,0,2/9/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,149,50,Yemen,FALSE,TRUE,FALSE,FALSE,1
515,23,3,25,4,40,3,99,11,40,3,66,19,40,3,286,22,2/9/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,282,54,Saudi,TRUE,FALSE,FALSE,FALSE,0
516,7,1,4,0,22,1,15,0,39,2,41,0,72,2,110,2,2/9/18,0,NA,35,1,NA,FALSE,FALSE,FALSE,FALSE,0
